Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE-Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,anomaly
34523000UB,715408,,0,0,0,0,F,,223,223.0,Z004,TB,0,0,1,,2100,,5300435527.0,0.0,1,56,10402000,ST,0
00340831,2000,,0,0,0,0,F,40.0,215,215.0,Z012,Z1,0,0,1,,3000,3000.0,5300210114.0,0.0,1,42,80100000,ST,0
04559503,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300376950.0,0.0,1,70,00,ST,0
01562001,701528,,0,0,0,0,F,,233,233.0,Z011,Y6,0,0,1,E15,2100,,5300143908.0,0.0,1,21,060100000,ST,0
00345511,709734,,0,0,0,0,F,,215,215.0,Z001,Z3,210,9131075,1,,2100,,5300355123.0,0.0,1,56,080300000,ST,1
60089713,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300469662.0,0.0,1,10,010102000,ST,0
00111484,2000,,0,0,0,0,F,40.0,212,212.0,Z012,Z1,50,2440,1,,3000,3000.0,5300353574.0,0.0,1,999,070600000,ST,0
95174036,2000,,0,0,0,0,F,40.0,221,221.0,Z001,Z6,0,0,100,,2100,2100.0,5300310517.0,0.0,1,3,10401000,ST,0
34549100UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z3,0,0,1,,3000,3000.0,5300281447.0,0.0,1,42,10401000,ST,0
00270200,700538,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,1,E11,2000,,5300007861.0,0.0,1,84,130000000,ST,0
04005819,707165,,0,0,0,0,F,,272,272.0,Z012,Z1,170,99331,1,,3000,,5300138121.0,0.0,1,21,131500000,ST,0
60033517,700000,,0,0,0,0,F,30.0,723,723.0,Z001,V3,60,241938,1,E19,2100,,5300393550.0,3.0,1,56,010401000,ST,0
96192308,2000,,0,0,0,0,F,40.0,205,205.0,Z012,Z1,0,0,100,,3000,3000.0,5300316982.0,0.0,1,999,10401000,ST,0
04008409,707145,,0,0,0,0,F,,272,272.0,Z012,Z7,0,0,1,,3000,,5300190943.0,0.0,1,28,110100000,ST,0
60034621,714846,,0,0,0,0,F,30.0,228,228.0,Z001,TB,0,0,1,,2000,,5300430829.0,3.0,1,56,10403000,ST,1
80721419,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y5,0,0,100,E11,3000,3000.0,5300296679.0,0.0,1,999,520100000,ST,0
60021868,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300375886.0,0.0,1,42,010102000,ST,0
23073705,2100,,0,0,0,0,F,41.0,224,224.0,Z012,Z4,40,3096,1,,3000,3000.0,5300197347.0,0.0,1,29,010102000,ST,0
35165063,2000,,0,0,0,0,F,40.0,252,252.0,Z012,EX,0,0,1,,3000,3000.0,5300288117.0,0.0,1,999,550100000,ST,0
04003027,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,100,,2100,,5300078422.0,0.0,1,5,100300000,M,0
00385497,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,0,0,100,E11,2000,,5300137065.0,0.0,1,14,120000000,ST,0
36036800,1900,,0,0,0,0,F,,272,272.0,Z012,Y4,20,1090,1,E11,3000,,5300151649.0,0.0,1,47,010501000,ST,0
00386145,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,680,13209,100,E11,2100,,5300186596.0,0.0,1,14,120000000,ST,0
01246302,2000,,0,0,0,0,F,40.0,212,212.0,Z012,Z1,1220,6098,100,,3000,3000.0,5300183548.0,0.0,1,999,100202000,ST,0
60036664,711636,,0,0,0,0,F,,211,211.0,Z001,Y3,0,0,1,E14,2000,,5300409331.0,0.0,1,42,10102000,ST,0
04001108,706822,,0,0,0,0,F,,206,206.0,Z001,Z1,1000,1404,100,,2100,,5300105858.0,0.0,1,14,080600000,ST,0
60047301,709558,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E13,2100,,5300523276.0,0.0,1,56,10401000,ST,0
33840801UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,100,,3000,3000.0,5300276396.0,0.0,1,42,10102000,ST,0
95100441,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300303001.0,0.0,1,42,010401000,ST,0
60015160,700119,,0,0,0,0,F,30.0,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300371584.0,3.0,1,42,10402000,ST,0
04005261,706943,,0,0,0,0,F,,208,208.0,Z001,Z1,0,0,1000,,2100,,5300118000.0,0.0,1,45,130700000,ST,0
489180,700185,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2000,,5300049046.0,0.0,1,14,140200000,ST,0
95174173UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300310644.0,0.0,1,999,10401000,ST,0
00371013,700020,,0,0,0,0,F,,208,208.0,Z011,X4,1480,19911,100,E20,3000,,5300112490.0,0.0,1,70,140100000,ST,0
04005372,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,440,11132,100,E11,2000,,5300135264.0,0.0,2,5,070300000,ST,0
00386218,708008,,0,0,0,0,F,,703,703.0,Z008,Y2,80,474,100,E11,2000,,5300193020.0,0.0,1,14,120000000,ST,0
00100111,706611,,0,0,0,0,F,,708,708.0,Z011,Y6,0,0,1,E14,2100,,5300091959.0,0.0,1,42,070300000,ST,0
01565416,701710,,0,0,0,0,F,,218,218.0,Z001,Z1,0,0,100,,2100,,5300157438.0,0.0,1,70,100202000,ST,1
04004123,706929,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300107616.0,0.0,1,42,140100000,ST,1
00310120,702184,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,1,,2100,,5300018619.0,0.0,1,21,130000000,ST,1
30077800,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300082090.0,0.0,1,5,010401000,ST,0
80901813,2000,,0,0,0,0,F,40.0,995,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300297652.0,0.0,1,999,520100000,ST,0
23336600UB,700000,,0,0,0,0,F,,223,223.0,Z001,X2,500,21150,1,E20,2000,,5300134370.0,0.0,1,42,010401000,ST,0
00100660,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300200773.0,0.0,1,999,140700000,ST,0
23576500UB,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300235060.0,0.0,1,42,10401000,ST,0
24550405UB,2000,,0,0,0,0,F,40.0,211,211.0,Z012,Y3,0,0,100,E14,3000,3000.0,5300248323.0,0.0,1,55,10102000,ST,0
96100728,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300064119.0,0.0,1,28,010103000,ST,0
60106921,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300529980.0,0.0,1,10,00,ST,0
34252101UB,704926,,0,0,0,0,F,,223,223.0,Z001,Z6,0,0,1,,2100,,5300159428.0,0.0,1,28,10102000,ST,0
95090659UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300302542.0,0.0,1,42,10102000,ST,0
00370680,700020,,0,0,0,0,F,,208,208.0,Z011,X4,1910,43,100,E20,2000,,5300077110.0,0.0,1,12,140100000,ST,0
34794700UB,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z6,0,0,1,,2000,,5300147366.0,3.0,1,42,10402000,ST,0
23754502,2000,,0,0,0,0,F,40.0,989,989.0,Z012,Z1,0,0,1,,3000,3000.0,5300237122.0,0.0,1,999,010305000,ST,0
60030409,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300382661.0,0.0,1,42,10402000,ST,0
60095804,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,50,19865,1,,3000,3000.0,5300500200.0,0.0,1,10,010401000,ST,0
60048865,700000,,0,0,0,0,F,,223,223.0,Z001,X2,220,171542,1,E20,2000,,5300413681.0,0.0,1,28,010401000,ST,0
30127400UB,1000,,0,0,0,0,F,,991,991.0,Z008,Z4,0,0,1,,2100,,5300174286.0,0.0,1,3,10402000,ST,0
21264701,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300036968.0,0.0,1,28,010102000,ST,0
04005964,707779,,0,0,0,0,F,,206,206.0,Z001,Z1,170,7255,100,,2000,,5300124590.0,0.0,1,28,131400000,ST,0
95194074,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300313966.0,0.0,1,42,010102000,ST,0
04006725,1900,,0,0,0,0,F,40.0,206,206.0,Z001,Z1,0,0,1,,2100,,5300144839.0,0.0,1,3,070200000,ST,0
00420343,702533,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2100,,5300022997.0,0.0,1,7,010103000,ST,0
21277101UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2000,,5300137832.0,0.0,1,28,010102000,ST,0
34682720,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300282954.0,0.0,1,999,10103000,ST,0
25020856,1900,,0,0,0,0,F,,279,279.0,Z001,Y4,0,0,100,E11,3000,,5300143239.0,0.0,1,40,010502000,ST,0
00311028,703080,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1,E13,2000,,5300005169.0,0.0,1,49,110500000,ST,0
00496298,700535,,0,0,0,0,F,40.0,233,233.0,Z011,Z7,0,0,1,,2100,,5300179658.0,0.0,1,3,110500000,ST,0
00330909,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y9,0,0,1,E13,3000,3000.0,5300209414.0,0.0,1,105,110400000,ST,0
24482500,2000,,0,0,0,0,F,40.0,224,224.0,Z012,EX,0,0,1,,3000,3000.0,5300247866.0,0.0,1,42,10401000,ST,0
60070005,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300502456.0,0.0,1,70,010102000,ST,0
23576500UB,702225,,0,0,0,0,F,,213,213.0,Z008,Z2,0,0,1,,2100,,5300175956.0,0.0,1,56,10401000,ST,0
04004552,701112,,0,0,0,0,F,,206,206.0,Z001,Z2,0,0,1000,,2100,,5300116487.0,0.0,1,42,110100000,ST,0
00100259,700222,,0,0,0,0,F,,208,208.0,Z011,Y3,0,0,1,E11,2000,,5300060047.0,0.0,1,21,070300000,ST,0
60017912,700722,,0,0,0,0,F,,228,228.0,Z001,Z1,0,0,1,,2000,,5300369381.0,0.0,1,35,10401000,ST,0
00300172,703338,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300016473.0,0.0,15,84,130700000,ST,0
60071305,708008,,0,0,0,0,F,,996,203.0,Z008,Y2,0,0,100,E11,2100,,5300505378.0,0.0,1,999,520200000,ST,0
00360227,700020,,0,0,0,0,F,,208,208.0,Z011,X4,1520,751,100,E20,2100,,5300017805.0,0.0,1,13,140100000,ST,0
80720214,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y3,0,0,100,E11,3000,3000.0,5300296530.0,0.0,1,14,520100000,ST,0
00341417,702700,,0,0,0,0,F,,996,996.0,Z001,Z1,0,0,1,,2000,,5300094674.0,3.0,1,112,080800000,ST,0
00200211,702549,,0,0,0,0,F,,215,215.0,Z001,Y2,0,0,100,E13,2100,,5300069276.0,0.0,1,49,100202000,ST,1
00260074,701265,,0,0,0,0,F,,264,264.0,Z011,Y4,0,0,100,E11,2000,,5300011354.0,0.0,1,14,140700000,ST,0
04004173,715932,,0,0,0,0,F,,277,277.0,Z012,Y4,6690,66166,1,E15,3000,,5300460450.0,0.0,1,56,140600000,ST,0
00360949,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300175659.0,0.0,1,56,140100000,ST,0
34855226,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,10,35,100,,2000,,5300163465.0,0.0,1,56,010102000,ST,0
60016986,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2100,,5300369847.0,0.0,1,42,10401000,ST,0
00220027,700023,,0,0,0,0,F,,206,206.0,Z001,Z1,0,0,1,,2000,,5300004638.0,0.0,1,21,131500000,ST,0
34287702UB,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,3000,,5300110358.0,0.0,1,3,10102000,ST,0
60052860,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300417958.0,0.0,1,10,010102000,ST,0
60083091,700000,,0,0,0,0,F,,223,223.0,Z001,X3,0,0,1,E20,2000,,5300465688.0,0.0,1,56,010401000,ST,0
60094007,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,420,76692,100,E11,3000,,5300508711.0,0.0,1,14,070400000,ST,0
60039183,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300391752.0,0.0,1,70,00,ST,0
00385477,2000,,0,0,0,0,F,40.0,206,206.0,Z012,Z1,0,0,100,,3000,3000.0,5300214479.0,0.0,1,35,120000000,ST,0
60046831,700119,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E15,2100,,5300411155.0,0.0,1,42,10402000,ST,0
60034089,704926,,0,0,0,0,F,,223,223.0,Z001,Z1,0,0,1,,2000,,5300385625.0,0.0,1,42,10402000,ST,0
00394172,701948,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300169694.0,0.0,1,30,530104000,ST,0
80650410,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2000,,5300326674.0,0.0,1,14,520100000,ST,0
00400408,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300057603.0,0.0,1,35,010301000,MM,0
23800401,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300238168.0,0.0,1,28,10102000,ST,0
95162111UB,704276,,0,0,0,0,F,,228,228.0,Z001,Y2,0,0,1,E14,2000,,5300133381.0,0.0,1,42,10401000,ST,0
25020023,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300084314.0,0.0,1,5,010102000,ST,0
00345225,711970,5500007336.0,10,14,14,84,F,,715,715.0,Z001,Y4,110,10075,100,E13,2100,,5300193673.0,0.0,1,84,80100000,ST,0
04006951,706807,,0,0,0,0,F,,203,203.0,Z001,Z1,0,0,100,,2000,,5300155458.0,0.0,1,20,100201000,ST,1
60029908,700066,,0,0,0,0,F,,203,203.0,Z011,Y5,140,2447,100,E11,3000,,5300455344.0,0.0,1,84,010102000,ST,1
24632705,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300250502.0,0.0,1,42,010102000,ST,0
00270229,701348,,0,0,0,0,F,,206,206.0,Z001,Z1,29650,111795,100,,2000,,5300007997.0,0.0,1,14,131400000,ST,0
60007342,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Z1,0,0,100,,3000,3000.0,5300427340.0,0.0,1,999,520100000,ST,0
34892809UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300285849.0,0.0,1,42,10102000,ST,0
80720617,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y5,0,0,100,E11,3000,3000.0,5300296598.0,0.0,1,999,520100000,ST,0
36960079,1900,,0,0,0,0,F,40.0,206,206.0,Z001,Z1,0,0,1,,2100,,5300153345.0,0.0,1,3,550100000,ST,0
96120152,700000,,0,0,0,0,F,,723,723.0,Z001,V3,0,0,100,E19,2100,,5300076196.0,0.0,1,56,010102000,ST,0
95172162,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300190430.0,0.0,1,999,010502000,ST,0
34448601,1000,,0,0,0,0,F,,991,991.0,Z008,TB,0,0,1,,2000,,5300074889.0,0.0,1,28,010304000,ST,0
00380648,2000,,0,0,0,0,F,40.0,203,203.0,Z012,Y2,210,2289,100,E11,3000,3000.0,5300213834.0,0.0,1,14,120000000,ST,0
24941801UB,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z7,0,0,100,,3000,3000.0,5300256259.0,0.0,1,42,10102000,ST,0
24601202UB,700000,,0,0,0,0,F,,723,723.0,Z001,X3,0,0,100,E20,2000,,5300119709.0,0.0,1,28,10102000,ST,0
04007838,1900,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,100,,2100,,5300171844.0,0.0,1,5,131400000,ST,0
60012491,715408,4600012434.0,10,56,0,0,F,,223,223.0,Z004,TB,20,79191,1,,2000,,5300436578.0,0.0,1,56,10403000,ST,0
31032401,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,1,,3000,3000.0,5300270212.0,0.0,1,28,10102000,ST,0
04000135,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300096026.0,0.0,1,5,100202000,ST,0
00393849,706601,,0,0,0,0,F,,206,206.0,Z001,Z7,7500,11962,1,,2100,,5300465002.0,0.0,1,30,530104000,ST,1
00393145,700225,,0,0,0,0,F,,206,206.0,Z012,Z7,4700,21412,100,,3000,,5300015001.0,0.0,1,14,530104000,ST,0
00120046,702236,,0,0,0,0,F,,708,708.0,Z011,Y2,160,8363,1,E11,2100,,5300005302.0,0.0,1,28,070400000,ST,0
34681300UB,704926,5500008912.0,10,42,42,42,F,,723,723.0,Z001,Z1,0,0,1,,2000,,5300549690.0,0.0,1,42,10403000,ST,0
04004855,701230,,0,0,0,0,F,,206,206.0,Z012,Z7,1770,1756,100,,3000,,5300419725.0,0.0,1,21,080600000,ST,0
60079638,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,1,,3000,3000.0,5300462474.0,0.0,1,20,010402000,ST,0
60025854,704926,,0,0,0,0,F,30.0,223,223.0,Z001,Z2,0,0,1,,2100,,5300427033.0,3.0,1,56,10401000,ST,0
60007749,709734,,0,0,0,0,F,,215,215.0,Z001,Z1,40,5100,1,,3000,,5300196774.0,0.0,1,56,080200000,ST,1
31260501,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y4,100,8032,100,E12,3000,3000.0,5300272118.0,0.0,1,42,060100000,ST,0
04001019,708105,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,100,,2000,,5300134943.0,0.0,1,28,140600000,ST,0
80821509,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,220,19477,100,E11,2100,,5300169974.0,0.0,1,14,520100000,ST,0
60084266,714899,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2000,,5300544739.0,0.0,1,84,10402000,ST,0
04004798,700537,,0,0,0,0,F,,276,276.0,Z012,Y6,0,0,1,E13,3000,,5300107899.0,0.0,1,70,070600000,ST,0
21262614UB,715646,,0,0,0,0,F,,228,228.0,Z010,Y3,0,0,1,E11,2000,,5300506771.0,0.0,1,28,10102000,ST,0
33352100UB,702001,,0,0,0,0,F,40.0,203,203.0,Z001,Z1,0,0,1,,2100,,5300046519.0,0.0,1,3,10401000,ST,1
60102500,715408,,0,0,0,0,F,30.0,223,223.0,Z004,TB,0,0,1,,2100,,5300506187.0,3.0,1,56,010403000,ST,0
00120776,705086,,0,0,0,0,F,,208,208.0,Z012,Y9,0,0,1,E15,3000,,5300170660.0,0.0,1,42,070400000,ST,0
00380911,700098,,0,0,0,0,F,,203,203.0,Z002,Z2,0,0,1,,2000,,5300008002.0,0.0,15,84,090100000,ST,1
36010211,1900,,0,0,0,0,F,40.0,206,206.0,Z001,Z1,0,0,1,,2100,,5300143534.0,0.0,1,3,550100000,ST,0
01240617,701314,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,1,E13,2000,,5300134207.0,0.0,1,42,060100000,ST,0
24342200,702225,5500006556.0,10,42,42,98,F,,213,213.0,Z008,TB,0,0,1,,2100,,5300109539.0,0.0,1,42,10402000,ST,0
60062991,715646,,0,0,0,0,F,,728,728.0,Z010,Y3,0,0,100,E11,2000,,5300470210.0,0.0,1,28,10102000,ST,0
24110403,711636,,0,0,0,0,F,,211,211.0,Z002,Y3,0,0,100,E14,2000,,5300188641.0,0.0,1,28,010502000,ST,0
24017601UB,702225,,0,0,0,0,F,,221,221.0,Z001,Z7,0,0,1,,2100,,5300058649.0,0.0,1,28,10102000,ST,0
60021977,708038,,0,0,0,0,F,,215,215.0,Z001,Y6,0,0,1,E11,2000,,5300377512.0,0.0,1,84,080100000,ST,0
23796203,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z2,0,0,1,,3000,3000.0,5300238011.0,0.0,1,999,10102000,ST,0
24944602,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300256393.0,0.0,1,999,10102000,ST,0
00280297,701584,,0,0,0,0,F,,703,703.0,Z001,Z1,0,0,1,,2100,,5300014100.0,0.0,1,49,070100000,ST,0
30088900,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1,,2100,,5300078879.0,0.0,1,5,010401000,ST,0
01261701,2000,,0,0,0,0,F,40.0,233,233.0,Z012,Y4,0,0,100,E12,3000,3000.0,5300222803.0,0.0,1,28,140500000,ST,0
24018939,711636,,0,0,0,0,F,,211,211.0,Z001,Z1,0,0,1,,2100,,5300187765.0,0.0,1,42,010502000,ST,0
00400975,2000,,0,0,0,0,F,72.0,206,206.0,Z012,Z7,0,0,1000,,3000,3000.0,5300155590.0,0.0,1,28,010301000,MM,0
23343201,2100,,0,0,0,0,F,41.0,231,231.0,Z011,Z9,0,0,1,,2000,2000.0,5300197681.0,0.0,1,3,100201000,ST,1
60066421,700000,,0,0,0,0,F,,279,279.0,Z001,Z7,640,63478,100,,3000,,5300538163.0,0.0,1,28,010502000,ST,0
23792608UB,711636,,0,0,0,0,F,,211,211.0,Z003,Y3,0,0,1,E14,2100,,5300188328.0,0.0,1,28,10102000,ST,0
00390745,701230,,0,0,0,0,F,,206,206.0,Z012,Z1,60,7523,1,,3000,,5300115952.0,0.0,1,30,530000000,ST,0
24905500UB,2000,,0,0,0,0,F,40.0,228,228.0,Z012,Z1,0,0,1,,3000,3000.0,5300255324.0,0.0,1,42,10401000,ST,0
23875053,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z1,0,0,100,,3000,3000.0,5300239243.0,0.0,1,999,010102000,ST,0
04005197,706943,,0,0,0,0,F,,208,208.0,Z001,Z7,0,0,1,,2000,,,,1,45,130000000,ST,0
00370492,700020,5500001739.0,10,4,4,60,F,,708,708.0,Z011,X4,4690,7856,100,E20,2000,,5300003987.0,0.0,1,4,140100000,ST,0
01559401,1000,,0,0,0,0,F,,991,991.0,Z008,Z9,50,2595,1,,2100,,5300110452.0,0.0,1,30,010502000,ST,0
00240071,3000,,0,0,0,0,F,42.0,208,208.0,Z008,Z2,0,0,1,,2000,2000.0,5300528983.0,0.0,1,1,090100000,ST,0
00420652,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300218247.0,0.0,1,999,10103000,ST,0
60061544,700000,,0,0,0,0,F,,223,223.0,Z001,X3,0,0,1,E20,3000,,5300429965.0,0.0,1,56,010401000,ST,0
24012003,700772,,0,0,0,0,F,30.0,993,992.0,Z001,Z1,0,0,1,,2000,,5300056682.0,3.0,1,21,010304000,ST,1
34655602,700151,,0,0,0,0,F,,233,233.0,Z011,Y4,0,0,100,E15,2100,,5300060084.0,0.0,1,28,060100000,ST,0
60007474,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,20,1079,100,,3000,,5300423281.0,0.0,1,999,140400000,ST,0
34265001,2000,,0,0,0,0,F,40.0,233,233.0,Z001,Z1,0,0,1,,2100,3000.0,5300277955.0,0.0,1,3,10301000,ST,0
23975440,2000,,0,0,0,0,F,40.0,223,223.0,Z012,Z5,0,0,1,,3000,3000.0,5300240735.0,0.0,1,42,10401000,ST,0
00370256,2000,,0,0,0,0,F,40.0,208,208.0,Z008,Z2,0,0,100,,2700,2700.0,5300212866.0,0.0,1,4,140100000,ST,0
33770605,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Z1,0,0,1,,3000,3000.0,5300275845.0,0.0,1,42,10102000,ST,0
30021135,1900,,0,0,0,0,F,,206,206.0,Z001,Y4,0,0,1,E11,2000,,5300148307.0,0.0,1,5,010502000,ST,0
00346839,702686,,0,0,0,0,F,,276,276.0,Z012,Y4,40,186907,1,E11,3000,,5300150157.0,0.0,1,98,080100000,ST,0
60014359,702590,,0,0,0,0,F,,203,203.0,Z008,Y6,0,0,100,E11,2100,,5300386119.0,0.0,1,14,520100000,ST,0
95121008,2000,,0,0,0,0,F,72.0,223,223.0,Z012,Y4,0,0,100,E12,3000,3000.0,5300304710.0,0.0,1,28,10102000,ST,0
00346096,707779,,0,0,0,0,F,,279,279.0,Z001,Y4,130,18616,1,E13,3000,,5300157785.0,0.0,1,42,131400000,ST,0
00400934,702533,,0,0,0,0,F,,206,206.0,Z001,Z7,0,0,1000,,2100,,5300019747.0,0.0,1,14,010202000,MM,0
35181602,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z4,0,0,100,,3000,3000.0,5300288205.0,0.0,1,42,010102000,ST,0
30091711,1900,,0,0,0,0,F,,219,219.0,Z001,Z1,0,0,1000,,2100,,5300111309.0,0.0,1,5,010102000,ST,0
00290457,702465,,0,0,0,0,F,,203,203.0,Z001,Y2,0,0,1,E11,2100,,5300150400.0,0.0,1,280,131100000,ST,1
31010104,701165,4600012165.0,40,28,0,0,F,,202,202.0,Z011,Y6,2000,21037,1,E13,2000,,5300039253.0,0.0,1,196,40400000,ST,1
34552310,2100,,0,0,0,0,F,41.0,223,223.0,Z001,Z6,120,2911,1,,3000,3000.0,5300405771.0,0.0,1,42,010102000,ST,0
LK-30100000,2000,,0,0,0,0,F,40.0,213,213.0,Z012,Z1,0,0,1,,3000,3000.0,5300317444.0,0.0,1,999,10102000,ST,0
00311005,703080,,0,0,0,0,F,,233,233.0,Z002,Y4,270,13293,1,E13,3000,,5300005076.0,0.0,1,70,110400000,ST,0
24488500,715408,,0,0,0,0,F,,998,998.0,Z001,Z1,0,0,1,,2100,,5300436403.0,3.0,1,999,010403000,ST,0
00110048,701467,,0,0,0,0,F,,216,216.0,Z001,Z1,0,0,1,,2000,,5300001388.0,0.0,1,14,070700000,ST,1
00311126,703080,,0,0,0,0,F,,233,233.0,Z011,Y3,0,0,100,E13,2000,,5300074433.0,0.0,1,56,090300000,ST,0
04001641,700222,,0,0,0,0,F,,272,272.0,Z012,Y5,375,5128,100,E11,3000,,5300149079.0,0.0,1,14,100300000,M,0
34532800,701318,,0,0,0,0,F,30.0,202,202.0,Z001,Z4,0,0,1,,2000,,5300535311.0,3.0,1,42,00,ST,0
04001852,715932,,0,0,0,0,F,,208,208.0,Z001,Y5,220,1548,100,E11,2000,,5300460404.0,0.0,1,28,140600000,ST,0
60103288,2000,,0,0,0,0,F,40.0,224,224.0,Z012,Z5,0,0,100,,3000,3000.0,5300529719.0,0.0,1,10,00,ST,0
00391088,2000,,0,0,0,0,F,40.0,206,206.0,Z001,Y4,0,0,100,E13,3000,3000.0,5300112300.0,0.0,1,30,530300000,ST,0
