Materialnummer,Lieferant OB,Vertrag OB,Vertragsposition OB,Planlieferzeit Vertrag,Vertrag Fix1,Vertrag_Fix2,Beschaffungsart,Sonderbeschaffungsart,Disponent,Einkäufer,DispoGruppe,Dispolosgröße,Gesamtbestand,Gesamtwert,Preis pro Stück,Preiseinheit,Kalender,Werk OB,Werk Infosatz,Infosatznummer,Infosatztyp,WE_Bearbeitungszeit,Planlieferzeit Mat-Stamm,Warengruppe,Basiseinheit,correct,uuid,outlier_features,algorithm,anomaly_normal
01244130-02,701710.0,5500008463.0,10.0,14.0,14,50,F,,231,231.0,Z008,Y4,2410.0,104026.0,43.164315352697095,100.0,E14,2100.0,,5300383475.0,1.0,1,50,100202000,ST,,7a55a3d6180c4f13a243582eea38de3d,,RoSAS,0.0
00200226,700020.0,5500004801.0,10.0,4.0,4,60,F,,708,708.0,Z011,X4,7860.0,3602.0,0.4582697201017812,100.0,E20,2000.0,,5300189523.0,0.0,1,4,100202000,ST,,4226516cc2f646789ca34eb09cabab2f,,XGBOD,1.0
00360312,701806.0,5500006843.0,10.0,4.0,4,60,F,,708,708.0,Z011,V5,640.0,2156.0,3.36875,100.0,E98,2000.0,,5300173952.0,0.0,2,13,140100000,ST,,1a52d323ace548c6b6b26e3bcc0274ff,,RoSAS,1.0
33325023,700584.0,,0.0,0.0,0,0,F,40.0,203,203.0,Z001,Z1,0.0,0.0,0.0,100.0,,2100.0,,,,1,3,70500000,ST,,37ce8964ac034b4991a16efaf824668b,,XGBOD,1.0
95173600,700585.0,4600012912.0,10.0,140.0,0,0,F,40.0,203,203.0,Z012,Y9,0.0,0.0,0.0,1.0,E14,3000.0,,5300147701.0,0.0,1,84,30205000,ST,,d8f3c0c218e6438195cbc1902cee7bc1,,"XGBOD, RoSAS",1.0
00200233,700985.0,4600011847.0,10.0,56.0,0,0,F,40.0,203,203.0,Z005,Y2,140.0,858.0,6.128571428571429,100.0,E13,3000.0,,5300079458.0,0.0,1,63,100400000,ST,,3d34f71121a841e7bca37c86b279a70d,,"XGBOD, RoSAS",1.0
00111358,701218.0,,0.0,0.0,0,0,F,40.0,203,203.0,Z010,Y5,880.0,4455893.0,5063.514772727272,1.0,E15,2100.0,,5300174394.0,0.0,1,3,70100000,ST,,4d17600081d3430f8350770aa74662fc,,XGBOD,1.0
00110052,700368.0,4600012483.0,10.0,84.0,0,0,F,40.0,203,203.0,Z010,Y9,2640.0,907803.0,343.86477272727274,1.0,E11,2100.0,,5300110253.0,0.0,1,2,70600000,ST,,f7e62b3a51324427b0039dfa87b632a4,,"XGBOD, RoSAS",1.0
60051304,700466.0,4600011215.0,10.0,28.0,0,0,F,40.0,203,203.0,Z001,Y5,30.0,8728.0,290.93333333333334,100.0,E13,2100.0,,5300422027.0,0.0,1,2,70600000,ST,,b6d5aac888ae4d9995550017c14dc101,,XGBOD,1.0
34638400,701318.0,5500000006.0,20.0,12.0,12,42,F,30.0,702,702.0,Z001,Z3,0.0,0.0,0.0,1.0,,2000.0,,5300067187.0,0.0,1,42,10403000,ST,,8a07649d0fc54b47a83675704d8a3e94,,"XGBOD, RoSAS",1.0
60107665,700537.0,5500008065.0,10.0,42.0,42,112,F,,203,203.0,Z001,Y5,1410.0,2144388.0,1520.8425531914893,1.0,E13,2000.0,,5300534043.0,0.0,1,112,70800000,ST,,32130c1cd91f42939f6df6360a196d26,,"XGBOD, RoSAS",1.0
60072314,700585.0,5500006338.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,10.0,399.0,39.9,1.0,E14,2000.0,,5300456998.0,0.0,1,14,130401000,ST,,8748ba915a0f4b479d0cad7988685df3,,XGBOD,1.0
00110621,700985.0,5500009134.0,10.0,14.0,14,84,F,,203,203.0,Z002,Y9,630.0,51549.0,81.82380952380953,1.0,E13,2000.0,,5300116805.0,0.0,1,7,50500000,ST,,4cd52a7c11d645a3b61eec0d325a1984,,"XGBOD, RoSAS",1.0
00150165,700585.0,5500008022.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,170.0,1681.0,9.888235294117647,100.0,E14,2100.0,,5300126636.0,0.0,1,14,140200000,ST,,d2ecc8602fe440cf899644398d183d99,,XGBOD,1.0
34674602,700585.0,5500006311.0,10.0,14.0,14,182,F,,203,203.0,Z010,Y5,0.0,0.0,0.0,1.0,E14,2100.0,,5300057632.0,0.0,1,14,50300000,ST,,1baa1ca6a1b24933bf994c28cfb85a15,,XGBOD,1.0
35115401,701528.0,4600007529.0,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0.0,0.0,1.0,E15,2100.0,,5300085941.0,0.0,1,3,60100000,ST,,f567a03e483640a4ac81562380ae9602,,"XGBOD, RoSAS",1.0
23224002,701528.0,4600009950.0,10.0,70.0,0,0,F,40.0,233,233.0,Z011,Y4,520.0,85982.0,165.35,100.0,E14,3000.0,,5300117903.0,0.0,1,112,60100000,ST,,0dc9e30e9601454abc13530b2ef97574,,"XGBOD, RoSAS",1.0
28288002,701528.0,4600006849.0,20.0,28.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0.0,0.0,1.0,E15,2100.0,,5300151278.0,0.0,1,3,60100000,ST,,c68ef04f1c8248ef8d92153d49297097,,"XGBOD, RoSAS",1.0
23073301,702795.0,4600011800.0,20.0,42.0,0,0,F,40.0,233,233.0,Z011,Y3,380.0,3848.0,10.126315789473685,1.0,E13,3000.0,,5300193452.0,0.0,1,140,60100000,ST,,4bf3701712c14ba7ac16487835f7aa8b,,"XGBOD, RoSAS",1.0
33628102,702795.0,4600011799.0,30.0,119.0,0,0,F,40.0,233,233.0,Z011,Y9,1730.0,84446.0,48.81271676300578,1.0,E13,3000.0,,5300049841.0,0.0,1,119,60000000,ST,,91eabf0117084a01b62239c9c6310587,,"XGBOD, RoSAS",1.0
34189001,701528.0,4600007176.0,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0.0,0.0,1.0,E15,2100.0,,5300048795.0,0.0,1,3,60100000,ST,,3751766f14da4e76b64dc92b85a1b77b,,"XGBOD, RoSAS",1.0
24359601,700151.0,4600008567.0,10.0,14.0,0,0,F,40.0,233,233.0,Z011,Y4,760.0,26125.0,34.375,100.0,E13,3000.0,,5300171735.0,0.0,1,42,60100000,ST,,2060658dbff0454bab4550afc17e0485,,"XGBOD, RoSAS",1.0
23311503,702795.0,4600012670.0,10.0,119.0,0,0,F,41.0,233,233.0,Z011,Z6,10.0,117.0,11.7,100.0,,2000.0,,5300025442.0,0.0,2,12,60100000,ST,,b5f6346f4f874f5abf04f20fd6b76944,,"XGBOD, RoSAS",1.0
24112901,700151.0,4600008919.0,10.0,28.0,0,0,F,40.0,233,233.0,Z011,Y4,0.0,0.0,0.0,100.0,E15,2100.0,,5300064238.0,0.0,1,3,60100000,ST,,3939e2174d454e9db3d6958c550634bf,,"XGBOD, RoSAS",1.0
33336200,701528.0,4600003806.0,10.0,28.0,0,0,F,40.0,233,233.0,Z011,Y4,0.0,0.0,0.0,1.0,E15,2100.0,,5300094401.0,0.0,1,3,60100000,ST,,ab166f959ba44a19856dd1e99bd75322,,"XGBOD, RoSAS",1.0
34071203,702795.0,4600011801.0,30.0,140.0,0,0,F,40.0,233,233.0,Z011,Y2,940.0,58056.0,61.761702127659575,100.0,E13,3000.0,,5300150366.0,0.0,1,119,60100000,ST,,297a880413174e958f0c8e920cdc23e9,,"XGBOD, RoSAS",1.0
60007956,700348.0,4600012354.0,10.0,28.0,0,0,F,41.0,233,233.0,Z011,Y3,200.0,594.0,2.97,100.0,E12,3000.0,,5300350748.0,0.0,1,999,60200000,ST,,1d4bee1ca28640189bda382aea73d9fa,,"XGBOD, RoSAS",1.0
23246701,701528.0,4600007252.0,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0.0,0.0,1.0,E15,2100.0,,5300022262.0,0.0,1,3,60100000,ST,,27d1d629645a416daa5d4a9e3e67ca6e,,"XGBOD, RoSAS",1.0
28221202,716255.0,4600012811.0,10.0,56.0,0,0,F,40.0,233,233.0,Z011,Y4,60.0,3685.0,61.41666666666666,100.0,E11,3000.0,,5300466667.0,0.0,1,168,60100000,ST,,32b7390712554f118887876e2b86e332,,"XGBOD, RoSAS",1.0
24354601,701528.0,4600012605.0,10.0,56.0,0,0,F,40.0,233,233.0,Z011,Y4,140.0,13309.0,95.06428571428572,100.0,E14,3000.0,,5300115192.0,0.0,1,56,60200000,ST,,e91c6af9737d41ad87e87e86afa713f9,,"XGBOD, RoSAS",1.0
34069403,716255.0,4600012182.0,10.0,28.0,0,0,F,40.0,233,233.0,Z011,Y2,580.0,36818.0,63.47931034482759,100.0,E14,3000.0,,5300466671.0,0.0,1,140,60000000,ST,,bb23dc57ea3840d1b97f28bc5569dc1a,,"XGBOD, RoSAS",1.0
23687301,701528.0,4600007605.0,10.0,12.0,0,0,F,40.0,233,233.0,Z011,Y6,0.0,0.0,0.0,100.0,E15,2100.0,,5300090900.0,0.0,1,3,60100000,ST,,86f49bbc1d7c443c877a3e321fe8e475,,"XGBOD, RoSAS",1.0
34450802,702795.0,4600011799.0,20.0,114.0,0,0,F,40.0,233,233.0,Z011,Y3,40.0,4961.0,124.025,100.0,E13,3000.0,,5300190032.0,0.0,1,21,60100000,ST,,e1a406bce9a349aa96200dd167c8cb1e,,"XGBOD, RoSAS",1.0
24381901,706671.0,4600011349.0,10.0,42.0,0,0,F,40.0,233,233.0,Z001,Y2,60.0,10023.0,167.05,1.0,E13,3000.0,,5300116434.0,0.0,1,21,60200000,ST,,8a44735d1a7145d8961e526b1a2e3987,,"XGBOD, RoSAS",1.0
34381402,702795.0,4600011800.0,30.0,42.0,0,0,F,40.0,233,233.0,Z011,Y2,90.0,9344.0,103.82222222222222,1.0,E13,3000.0,,5300056209.0,0.0,1,21,60100000,ST,,be2990304bb04973aa29eafdafaae7ef,,"XGBOD, RoSAS",1.0
35160751,700000.0,4600012274.0,20.0,42.0,0,0,F,,223,223.0,Z001,X2,730.0,134685.0,184.5,100.0,E20,2000.0,,5300156733.0,0.0,1,42,10502000,ST,,d6e1a7c1f7104ec2aaa644d8be2403d5,,"XGBOD, RoSAS",1.0
34635600,715408.0,4600012925.0,10.0,56.0,0,0,F,,223,223.0,Z008,TB,0.0,0.0,0.0,1.0,,2800.0,,5300436317.0,0.0,1,56,10403000,ST,,762d6c3dc70e4f358e6d7a16cb613679,,"XGBOD, RoSAS",1.0
35184100UB,704926.0,4600012419.0,10.0,42.0,0,0,F,30.0,223,223.0,Z001,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300108980.0,3.0,1,42,10402000,ST,,8d040728a00142279ac5eb1f3ec3e0c6,,"XGBOD, RoSAS",1.0
60062888,715408.0,4600011752.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,3000.0,,5300436734.0,3.0,1,56,10403000,ST,,489b461f644f449196453456cddbfc0f,,"XGBOD, RoSAS",1.0
34733200,715408.0,4600012887.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,5300436335.0,3.0,1,56,10403000,ST,,13caeef588194350923a4be256646836,,"XGBOD, RoSAS",1.0
60042317,715408.0,4600012547.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2700.0,,5300436673.0,3.0,1,42,10403000,ST,,fe846266979e4ad89efbe79565998512,,"XGBOD, RoSAS",1.0
34732900,715408.0,4600012134.0,20.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,5300436334.0,3.0,1,56,10403000,ST,,40da57794c2c4adb8d058d7f2e2adfb3,,"XGBOD, RoSAS",1.0
34635600,715408.0,4600012925.0,10.0,56.0,0,0,F,40.0,223,223.0,Z012,TB,0.0,0.0,0.0,1.0,,3000.0,,5300436317.0,0.0,1,56,10403000,ST,,51c6658bdec84ba9b42001b465485f32,,RoSAS,1.0
35195150UB,704926.0,4600012419.0,120.0,42.0,0,0,F,30.0,223,223.0,Z008,Z3,0.0,0.0,0.0,1.0,,2000.0,,5300177434.0,0.0,1,56,10402000,ST,,7f55fe53c54e4c07aff140f5687dd76a,,"XGBOD, RoSAS",1.0
33332600,700000.0,4600012657.0,20.0,42.0,0,0,F,,223,223.0,Z001,X9,360.0,498542.0,1384.838888888889,1.0,E20,2000.0,,5300387099.0,0.0,1,42,550100000,ST,,9d31fc59661343b4bf0381fd9b1d7780,,"XGBOD, RoSAS",1.0
24362800UB,716048.0,4600012501.0,20.0,42.0,0,0,F,30.0,223,223.0,Z010,Z1,0.0,0.0,0.0,1.0,,2000.0,,5300468047.0,3.0,1,42,10401000,ST,,18187ebf55b24dd195e15f673e3f25c4,,"XGBOD, RoSAS",1.0
23112400,715408.0,4600012826.0,30.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,130.0,1238468.0,9526.676923076922,1.0,,2000.0,,5300544752.0,3.0,1,56,10403000,ST,,b0a87ea91bd34e72afe9a912a2461435,,"XGBOD, RoSAS",1.0
28280700UB,715408.0,,0.0,0.0,0,0,F,,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,2100.0,,,,1,56,10403000,ST,,19dc032415f24ef39b31177021ac03a3,,XGBOD,1.0
60017239,700000.0,4600012854.0,10.0,42.0,0,0,F,,223,223.0,Z001,Z1,0.0,0.0,0.0,1.0,,2000.0,,5300368206.0,0.0,1,42,10401000,ST,,41f1e7448f6544bd86d15625e2479521,,RoSAS,1.0
60010726,704926.0,5500002558.0,20.0,42.0,42,42,F,,223,223.0,Z001,Z6,0.0,0.0,0.0,1.0,,2000.0,,5300358240.0,0.0,1,42,10402000,ST,,77511c458a2e4818863eef6b59aa1b25,,RoSAS,1.0
34732800,715408.0,4600012420.0,10.0,42.0,0,0,F,30.0,223,223.0,Z001,TB,0.0,0.0,0.0,1.0,,3000.0,,5300436333.0,3.0,1,56,10403000,ST,,29b1f07c21004fbaaf7f7da4eef4d1d6,,"XGBOD, RoSAS",1.0
34543000,715408.0,4600012722.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,10.0,404001.0,40400.1,1.0,,2100.0,,5300435573.0,3.0,1,56,10403000,ST,,b8636eea71444f07941bccb0e47e5356,,"XGBOD, RoSAS",1.0
28210400UB,704926.0,4600009210.0,90.0,42.0,0,0,F,30.0,223,223.0,Z001,Z1,0.0,0.0,0.0,1.0,,2000.0,,5300357259.0,3.0,1,42,10403000,ST,,940896e7becd417a96c18d9863c43c75,,"XGBOD, RoSAS",1.0
35141900,715408.0,4600012906.0,80.0,56.0,0,0,F,30.0,223,223.0,Z013,TB,50.0,669265.0,13385.3,1.0,,2000.0,,5300548438.0,3.0,1,56,10403000,ST,,c26ff260ea374aa5ac8189325c66fe52,,"XGBOD, RoSAS",1.0
60062888,715408.0,4600011752.0,10.0,56.0,0,0,F,30.0,223,223.0,Z004,TB,0.0,0.0,0.0,1.0,,3000.0,,5300436734.0,0.0,1,56,10403000,ST,,95a968fb5e834146a148a4c5b9e91379,,RoSAS,1.0
24369100UB,704926.0,4600012195.0,20.0,42.0,0,0,F,,223,223.0,Z001,Y2,0.0,0.0,0.0,1.0,E11,2100.0,,5300494614.0,0.0,1,42,10401000,ST,,683cde27ef34470d8abb730e3c5a64bb,,RoSAS,1.0
60026350,700000.0,4600012699.0,10.0,42.0,0,0,F,,223,223.0,Z001,X2,400.0,3920.0,9.8,100.0,E20,2000.0,,5300386010.0,0.0,1,42,10102000,ST,,bfe213b8173c492887fe4197c0a5645e,,RoSAS,1.0
60029640,2000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y4,0.0,0.0,0.0,100.0,E13,2100.0,2100.0,5300504084.0,0.0,1,3,80100000,M,,853b10e1262b4168b06b2726e5f47fc7,,RoSAS,1.0
00345096,711970.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y2,0.0,0.0,0.0,1.0,E13,2100.0,,5300193824.0,0.0,1,84,80600000,ST,,6c035fb8047e4dab8b3a2581df0e4f17,,"XGBOD, RoSAS",1.0
60012551,2000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y4,0.0,0.0,0.0,1.0,E13,2100.0,2100.0,5300359068.0,0.0,1,3,80100000,ST,,95254395016f4c85b58d21d769e59876,,RoSAS,1.0
00340695,2000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z006,Y4,0.0,0.0,0.0,1.0,E11,2100.0,3000.0,5300209998.0,0.0,10,3,80300000,ST,,1ea70be387b0495088cfaf9b3599e6ab,,"XGBOD, RoSAS",1.0
00190364,2000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y4,150.0,14878.0,99.18666666666668,100.0,E13,2100.0,3000.0,5300204207.0,0.0,1,3,100202000,ST,,dc0b05b7e5c1461db079ce92ff17e254,,"XGBOD, RoSAS",1.0
00345317,708987.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z012,Y2,0.0,0.0,0.0,1.0,E13,2000.0,,5300151701.0,0.0,1,1,80100000,ST,,0e722b42c8d94ea6b3dc912c5cda5e14,,"XGBOD, RoSAS",1.0
00341062,2000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z006,Y4,0.0,0.0,0.0,1.0,E11,2100.0,3000.0,5300210320.0,0.0,10,3,80400000,ST,,5a3955017f0f4fbe99fc5a6cc5a23965,,"XGBOD, RoSAS",1.0
00190364,2000.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z001,Y4,150.0,14878.0,99.18666666666668,100.0,E13,2100.0,2100.0,5300204207.0,0.0,1,3,100202000,ST,,0195b302f08d498dba58b47d4d8e047a,,"XGBOD, RoSAS",1.0
60040124,2000.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z012,EX,160.0,260911.0,1630.69375,1.0,,3000.0,2100.0,5300430062.0,0.0,0,999,80400000,ST,,4011b08cc19d4701a80dcbc84129feef,,XGBOD,1.0
00200071,709641.0,,0.0,0.0,0,0,F,42.0,215,215.0,Z012,Y4,0.0,0.0,0.0,1.0,E13,2000.0,,5300167007.0,0.0,1,1,100100000,ST,,9ac03420d0704ca3915b4acf4aeb425c,,"XGBOD, RoSAS",1.0
00341363,700808.0,4600012164.0,10.0,365.0,0,0,F,30.0,215,215.0,Z001,X1,5170.0,12440054.0,2406.2,1.0,,2000.0,,5300113375.0,3.0,1,365,80800000,ST,,de72519c5bf54d8eaef4e5fff39d50a1,,"XGBOD, RoSAS",0.0
00345229,708987.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z006,Z1,0.0,0.0,0.0,1.0,,2100.0,,5300151675.0,0.0,2,3,80100000,ST,,d26c6b1ac4f74f38b93292bcf18ba297,,XGBOD,1.0
00180107,704035.0,4600012744.0,10.0,28.0,0,0,F,40.0,215,215.0,Z001,Y4,22920.0,4326.0,0.1887434554973822,1000.0,E13,2100.0,,5300095035.0,0.0,1,3,100300000,MM,,e516c5a28daa46ba82588823e2d9e9d4,,"XGBOD, RoSAS",1.0
00380673,707605.0,,0.0,0.0,0,0,F,41.0,215,215.0,Z001,V4,50.0,5974.0,119.48,100.0,E98,3000.0,,5300503719.0,0.0,1,42,580600000,ST,,e618d384a53c4b6cb9c03805ef9f04e2,,XGBOD,1.0
24246310,700415.0,,0.0,0.0,0,0,F,40.0,215,215.0,Z001,Z2,0.0,0.0,0.0,1.0,,2100.0,,5300139638.0,3.0,1,84,550100000,ST,,308634b8dd7b41e09585ffb53d49fa80,,RoSAS,1.0
00380673,707605.0,,0.0,0.0,0,0,F,41.0,215,215.0,Z001,V4,0.0,0.0,0.0,100.0,E98,2000.0,,5300503719.0,0.0,1,2,580600000,ST,,10be8d366ab94fa3ba7f2a97915802c5,,XGBOD,1.0
00360211,700020.0,5500007451.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,150.0,5687.0,37.91333333333333,1.0,E20,2100.0,,5300017670.0,0.0,1,56,140100000,ST,,6efaff87b33a4352943097f2e116639a,,"XGBOD, RoSAS",1.0
00370692,700020.0,5500007462.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,210670.0,100485.0,0.4769782123700574,100.0,E20,2000.0,,5300079370.0,0.0,1,112,140100000,ST,,b15d7fc4a8ab423d9d6105e9b49a85d9,,"XGBOD, RoSAS",1.0
23294916,700020.0,5500007441.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,420.0,12132.0,28.88571428571429,1.0,E20,2100.0,,5300079553.0,0.0,1,84,140400000,ST,,17e6e27c10544b1d957db3cde09e6fa1,,"XGBOD, RoSAS",1.0
00200184,700020.0,5500007452.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,1660.0,768.0,0.4626506024096385,100.0,E20,2100.0,,5300189530.0,0.0,1,14,100202000,ST,,7f5868b0b1f044feb242e709fabc7320,,"XGBOD, RoSAS",1.0
00200203,700020.0,5500007458.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,9500.0,23423.0,2.465578947368421,100.0,E20,2100.0,,5300173130.0,0.0,1,28,100400000,ST,,e4c717efbde24a0d9d2e7f5eb527de5f,,"XGBOD, RoSAS",1.0
00370303,700020.0,5500007443.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,5580.0,16433.0,2.9449820788530467,100.0,E20,2100.0,,5300002879.0,0.0,1,35,140700000,ST,,e76d34ae3bdb486f9e55d7bd63eb496a,,"XGBOD, RoSAS",1.0
60012851,700020.0,5500007432.0,10.0,4.0,4,60,F,,208,208.0,Z011,X6,246930.0,306702.0,1.242060502976552,100.0,E20,2000.0,,5300358611.0,0.0,1,140,140300000,ST,,48c921fc7f3244819140d70b69557cdb,,"XGBOD, RoSAS",1.0
00370091,700020.0,5500007439.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,9830.0,22186.0,2.256968463886063,100.0,E20,2100.0,,5300064582.0,0.0,1,28,140700000,ST,,573cc2aa89f847698993f6fa678fd787,,"XGBOD, RoSAS",1.0
00370417,700020.0,5500007431.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,4160.0,5101.0,1.226201923076923,100.0,E20,2100.0,,5300141846.0,0.0,1,14,140200000,ST,,765cdcbfaac14539b38e56208eaeae4b,,"XGBOD, RoSAS",1.0
00200162,700020.0,5500007437.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,990.0,362.0,0.3656565656565657,100.0,E20,2000.0,,5300383855.0,0.0,1,14,530104000,ST,,84ee10937ea24b7ba6e00a297107123b,,"XGBOD, RoSAS",1.0
00200158,700020.0,5500007457.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,1150.0,7223.0,6.280869565217391,100.0,E20,2100.0,,5300173414.0,0.0,1,35,100202000,ST,,f0b3b1f3dcaf4c4ea5c63c0458093a77,,"XGBOD, RoSAS",1.0
00200155,700020.0,5500007434.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,1110.0,2229.0,2.008108108108108,100.0,E20,2000.0,,5300173762.0,0.0,2,28,100202000,ST,,8429069e6ee645b18459d042251fb3aa,,"XGBOD, RoSAS",1.0
00200269,700020.0,5500007460.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,2260.0,7152.0,3.1646017699115045,100.0,E20,2000.0,,5300173136.0,0.0,1,28,100202000,ST,,45e6f5ea1e3f46aa937b83fd0faa7415,,"XGBOD, RoSAS",1.0
00370073,700020.0,5500007469.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,4560.0,1894.0,0.4153508771929824,100.0,E20,2100.0,,5300020485.0,0.0,1,70,140700000,ST,,1922be1af6da405da0fb204cb8a47cf1,,"XGBOD, RoSAS",1.0
00200280,700020.0,5500007467.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,900.0,3195.0,3.55,100.0,E20,2000.0,,5300189524.0,0.0,1,14,100202000,ST,,31cd5f0dd26347b69170ca30d34531f2,,"XGBOD, RoSAS",1.0
00200077,700020.0,5500007464.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,5520.0,2026.0,0.3670289855072464,100.0,E20,2100.0,,5300173352.0,0.0,1,14,100202000,ST,,a971ae8ff3604ed1a60eaedd7b5b5d6f,,"XGBOD, RoSAS",1.0
00370065,700020.0,5500007444.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,690.0,1811.0,2.6246376811594203,100.0,E20,2000.0,,5300020443.0,0.0,1,42,140700000,ST,,9222d3d598fd4c11ae00003a3e5e130a,,"XGBOD, RoSAS",1.0
00370490,700020.0,5500007429.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,0.0,0.0,0.0,100.0,E20,2100.0,,5300003971.0,0.0,1,56,140100000,ST,,d5208b6720fd4271bc4df287ab085013,,"XGBOD, RoSAS",1.0
00200077,700020.0,5500007463.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,9160.0,34015.0,3.7134279475982535,100.0,E20,2000.0,,5300173352.0,0.0,1,14,100202000,ST,,9a75a95489924918b8928ca6d61cf2e7,,"XGBOD, RoSAS",1.0
00370636,700020.0,5500007448.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,360.0,41089.0,114.1361111111111,100.0,E20,2000.0,,5300066378.0,0.0,1,42,140300000,ST,,4fbfa079bea24ff58ffb88283332fb9c,,"XGBOD, RoSAS",1.0
00200176,700020.0,5500007466.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,10580.0,31169.0,2.946030245746692,100.0,E20,2000.0,,5300189531.0,0.0,1,14,100202000,ST,,f0ac5dace2234f8cbaabf1dfd3950d62,,"XGBOD, RoSAS",1.0
60054721,700020.0,5500007449.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,17810.0,296.0,0.016619876473891,100.0,E20,2000.0,,5300419570.0,0.0,1,21,140200000,ST,,1f5f5a5d0a3d44df92f3739d47cd699b,,"XGBOD, RoSAS",1.0
00200180,700020.0,5500007454.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,6090.0,13083.0,2.148275862068965,100.0,E20,2000.0,,5300189528.0,0.0,1,14,100202000,ST,,644fda38567845cf9809f01dfcc1f576,,"XGBOD, RoSAS",1.0
60022319,700020.0,5500007461.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,60600.0,29028.0,0.479009900990099,100.0,E20,2000.0,,5300374607.0,0.0,1,70,140100000,ST,,98bb84639a004c15a54bdaf78a5da0c9,,"XGBOD, RoSAS",1.0
00200158,700020.0,5500007456.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,2360.0,14812.0,6.276271186440678,100.0,E20,2000.0,,5300173414.0,0.0,1,35,100202000,ST,,803165ca5c1f456cbc5b65b9cc08bf70,,"XGBOD, RoSAS",1.0
00200180,700020.0,5500007455.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,17140.0,36841.0,2.149416569428238,100.0,E20,2100.0,,5300189528.0,0.0,1,14,100202000,ST,,50e7e4fca9094f51832804dcb8ba8ec9,,"XGBOD, RoSAS",1.0
00200179,700020.0,5500007468.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,16720.0,1840.0,0.1100478468899521,100.0,E20,2100.0,,5300189536.0,0.0,1,28,100202000,ST,,6a325ec2813b485696505d02a9bf16f7,,"XGBOD, RoSAS",1.0
00200155,700020.0,5500007435.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,8170.0,12256.0,1.500122399020808,100.0,E20,2100.0,,5300173762.0,0.0,1,28,100202000,ST,,fe1138532bcc4ee6aa6456664abd8e74,,"XGBOD, RoSAS",1.0
23039402,700020.0,5500007471.0,10.0,4.0,4,60,F,,208,208.0,Z011,X4,2210.0,44476.0,20.12488687782805,100.0,E20,2100.0,,5300093189.0,0.0,1,42,140400000,ST,,0283fc5b05be4622be811d3d27e55979,,"XGBOD, RoSAS",1.0
